,noise_type,mia,acc,T,version,machine,rp
51,0.1,0.004987541511038968,0.4877,1000.0,v8,becat,4.0
52,0.5,0.02420468869681736,0.4741,1000.0,v8,becat,4.0
53,1,0.00727348396649847,0.3727,1000.0,v8,becat,4.0
54,2,0.03816246109434886,0.5592,1000.0,v8,becat,4.0
55,5,0.020684591192832603,0.4906,1000.0,v8,becat,4.0
56,10,0.011533235813673085,0.3857,1000.0,v8,becat,4.0
57,100,0.008265744417032593,0.453,1000.0,v8,becat,4.0
58,1000,0.01862546412316482,0.4537,1000.0,v8,becat,4.0
59,10000,0.004290781417156246,0.3602,1000.0,v8,becat,4.0
60,mg,0.0017983819413793973,0.3721,1000.0,v8,becat,
61,0.01,0.019116117192230143,0.4635,1000.0,v8,becat,5.0
62,0.05,0.005882663158155512,0.4819,1000.0,v8,becat,5.0
63,0.1,0.006280237957150456,0.3764,1000.0,v8,becat,5.0
64,0.5,0.014198719399812928,0.4928,1000.0,v8,becat,5.0
65,1,0.012817503710614343,0.4634,1000.0,v8,becat,5.0
66,2,0.004489905272852001,0.3788,1000.0,v8,becat,5.0
67,5,0.0040916179032535575,0.4842,1000.0,v8,becat,5.0
68,10,0.0001999800026662447,0.3138,1000.0,v8,becat,5.0
69,100,0.0321767316952212,0.5291,1000.0,v8,becat,5.0
70,1000,0.018134570195482678,0.5073,1000.0,v8,becat,5.0
71,10000,0.02693400124008104,0.4723,1000.0,v8,becat,5.0
72,mg,0.0017983819413793973,0.3721,1000.0,v8,becat,
73,0.01,0.0018981972830802655,0.3193,1000.0,v8,becat,6.0
74,0.05,0.02420468869681736,0.4729,1000.0,v8,becat,6.0
75,0.1,-0.0022024235552000394,0.2967,1000.0,v8,becat,6.0
76,0.5,0.01400151963581361,0.418,1000.0,v8,becat,6.0
77,1,0.01291622526654623,0.3934,1000.0,v8,becat,6.0
78,2,0.010445257861538604,0.5018,1000.0,v8,becat,6.0
79,5,0.010544213875671097,0.4555,1000.0,v8,becat,6.0
80,10,0.019900661706336174,0.4084,1000.0,v8,becat,6.0
81,100,0.011928570865273812,0.3723,1000.0,v8,becat,6.0
82,1000,0.01380428097639708,0.3134,1000.0,v8,becat,6.0
83,10000,-0.0009004052431641551,0.4069,1000.0,v8,becat,6.0
84,mg,0.0017983819413793973,0.3721,1000.0,v8,becat,
85,0.01,0.005385472276337888,0.4212,1000.0,v8,becat,7.0
86,0.05,-0.0030045090202987243,0.3739,1000.0,v8,becat,7.0
87,0.1,-0.006823225348125537,0.3339,1000.0,v8,becat,7.0
88,0.5,0.00209779808214612,0.398,1000.0,v8,becat,7.0
89,1,0.018919884852510768,0.4474,1000.0,v8,becat,7.0
90,2,0.01340968690991774,0.3843,1000.0,v8,becat,7.0
91,5,0.010049335853001438,0.4275,1000.0,v8,becat,7.0
92,10,0.008364916331627672,0.4441,1000.0,v8,becat,7.0
93,100,0.019312311032372884,0.3896,1000.0,v8,becat,7.0
94,1000,0.0262523711440657,0.444,1000.0,v8,becat,7.0
95,10000,0.004191204618468052,0.3255,1000.0,v8,becat,7.0
96,mg,0.0017983819413793973,0.3721,1000.0,v8,becat,
97,0.01,0.009157937784765724,0.4631,1000.0,v8,becat,8.0
98,0.05,0.024302292522964817,0.4731,1000.0,v8,becat,8.0
99,0.1,0.022348403663761767,0.509,1000.0,v8,becat,8.0
100,0.5,0.023911820046312877,0.4356,1000.0,v8,becat,8.0
101,1,0.025960101669531624,0.5186,1000.0,v8,becat,8.0
102,2,0.013902905168991434,0.4015,1000.0,v8,becat,8.0
103,5,0.015085637418040953,0.3632,1000.0,v8,becat,8.0
104,10,0.011137744410456021,0.4076,1000.0,v8,becat,8.0
105,100,0.028781801425451947,0.5132,1000.0,v8,becat,8.0
106,1000,0.02449747160038737,0.4727,1000.0,v8,becat,8.0
107,10000,0.02273948696948934,0.4949,1000.0,v8,becat,8.0
108,mg,0.0017983819413793973,0.3721,1000.0,v8,becat,
109,0.01,-0.0007002451143934259,0.3253,1000.0,v8,becat,9.0
110,0.05,0.019508466388043013,0.4781,1000.0,v8,becat,9.0
111,0.1,0.0009995003330834232,0.3335,1000.0,v8,becat,9.0
112,0.5,0.0064789660977090735,0.373,1000.0,v8,becat,9.0
113,1,0.01872361399810251,0.4966,1000.0,v8,becat,9.0
114,2,0.021663639636026355,0.5162,1000.0,v8,becat,9.0
115,5,0.012126179797840555,0.5033,1000.0,v8,becat,9.0
116,10,0.018919884852510768,0.4339,1000.0,v8,becat,9.0
117,100,0.0262523711440657,0.5172,1000.0,v8,becat,9.0
118,1000,0.02342351494358811,0.5377,1000.0,v8,becat,9.0
119,10000,0.011829751753577221,0.3327,1000.0,v8,becat,9.0
120,mg,0.0017983819413793973,0.3721,1000.0,v8,becat,
121,0.01,0.012126179797840555,0.4513,1000.0,v8,becat,10.0
122,0.05,0.01695544064941337,0.4668,1000.0,v8,becat,10.0
123,0.1,0.020488666427315602,0.5444,1000.0,v8,becat,10.0
124,0.5,0.010049335853001438,0.4252,1000.0,v8,becat,10.0
125,1,0.015971769509698665,0.4045,1000.0,v8,becat,10.0
126,2,0.0132123314721349,0.3845,1000.0,v8,becat,10.0
127,5,0.012027380212718455,0.4353,1000.0,v8,becat,10.0
128,10,0.0007996801705642441,0.3235,1000.0,v8,becat,10.0
129,100,-0.006923915072824198,0.3645,1000.0,v8,becat,10.0
130,1000,-0.00030004500900199243,0.3066,1000.0,v8,becat,10.0
131,10000,0.014790085472635345,0.4153,1000.0,v8,becat,10.0
