,noise_type,mia,acc,T,version,machine,rp
410,0.05,0.6904936630943819,0.2518,40.0,v8,becat,4.0
411,0.1,0.698632110790515,0.4455,40.0,v8,becat,4.0
412,0.5,0.7006191953986461,0.4179,40.0,v8,becat,4.0
413,1.0,0.691395647521139,0.3305,40.0,v8,becat,4.0
414,2.0,0.6972885930604955,0.3713,40.0,v8,becat,4.0
415,5.0,0.6989304253156726,0.2865,40.0,v8,becat,4.0
416,10.0,0.700817686864165,0.4185,40.0,v8,becat,4.0
417,100.0,0.6952449786420914,0.286,40.0,v8,becat,4.0
418,1000.0,0.6951451832226183,0.3217,40.0,v8,becat,4.0
419,10000.0,0.6936970293653808,0.2305,40.0,v8,becat,4.0
420,0.0,0.7003213843079458,0.4275,40.0,v8,becat,5.0
421,0.01,0.6945961303250497,0.3507,40.0,v8,becat,5.0
422,0.05,0.6940967295955335,0.4269,40.0,v8,becat,5.0
423,0.1,0.6956440607585325,0.3105,40.0,v8,becat,5.0
424,0.5,0.6900925198307166,0.3011,40.0,v8,becat,5.0
425,1.0,0.6976370858327973,0.38,40.0,v8,becat,5.0
426,2.0,0.6993280396350264,0.3981,40.0,v8,becat,5.0
427,5.0,0.6945961303250497,0.3881,40.0,v8,becat,5.0
428,10.0,0.703790340658425,0.4972,40.0,v8,becat,5.0
429,100.0,0.6956440607585325,0.3828,40.0,v8,becat,5.0
430,1000.0,0.6928471355509433,0.3771,40.0,v8,becat,5.0
431,10000.0,0.7004206645264436,0.404,40.0,v8,becat,5.0
432,0.0,0.6961925387459055,0.3875,40.0,v8,becat,6.0
433,0.01,0.7028994720026236,0.4902,40.0,v8,becat,6.0
434,0.05,0.7022060250482914,0.4546,40.0,v8,becat,6.0
435,0.1,0.6928471355509433,0.3098,40.0,v8,becat,6.0
436,0.5,0.6927471005386057,0.2573,40.0,v8,becat,6.0
437,1.0,0.692897149304736,0.4065,40.0,v8,becat,6.0
438,2.0,0.7005199348893585,0.3861,40.0,v8,becat,6.0
439,5.0,0.6927971192956498,0.3108,40.0,v8,becat,6.0
440,10.0,0.696491581810335,0.3674,40.0,v8,becat,6.0
441,100.0,0.696541413627961,0.3253,40.0,v8,becat,6.0
442,1000.0,0.700916917824306,0.4312,40.0,v8,becat,6.0
443,10000.0,0.7043838124859328,0.4093,40.0,v8,becat,6.0
444,0.0,0.6941966296955167,0.3716,40.0,v8,becat,7.0
445,0.01,0.702453739880245,0.4412,40.0,v8,becat,7.0
446,0.05,0.7009665296120768,0.4013,40.0,v8,becat,7.0
447,0.1,0.6984829201494644,0.3655,40.0,v8,becat,7.0
448,0.5,0.6948457371955268,0.3563,40.0,v8,becat,7.0
449,1.0,0.6929471605572782,0.3571,40.0,v8,becat,7.0
450,2.0,0.6991789527916643,0.4343,40.0,v8,becat,7.0
451,5.0,0.7006688219587914,0.4066,40.0,v8,becat,7.0
452,10.0,0.6937969694014424,0.3627,40.0,v8,becat,7.0
453,100.0,0.69868183605842,0.3325,40.0,v8,becat,7.0
454,1000.0,0.6907944149763481,0.2846,40.0,v8,becat,7.0
455,10000.0,0.696491581810335,0.3669,40.0,v8,becat,7.0
456,0.0,0.6975873085859664,0.3068,40.0,v8,becat,8.0
457,0.01,0.7006191953986461,0.428,40.0,v8,becat,8.0
458,0.05,0.6993777303105815,0.3941,40.0,v8,becat,8.0
459,0.1,0.696541413627961,0.3796,40.0,v8,becat,8.0
460,0.5,0.6918963986582927,0.3412,40.0,v8,becat,8.0
461,1.0,0.7040871205982798,0.3947,40.0,v8,becat,8.0
462,2.0,0.6939468607305096,0.29,40.0,v8,becat,8.0
463,5.0,0.705026343090023,0.4548,40.0,v8,becat,8.0
464,10.0,0.6944962701292408,0.3278,40.0,v8,becat,8.0
465,100.0,0.6913455586133171,0.2776,40.0,v8,becat,8.0
466,1000.0,0.6967905354747438,0.3773,40.0,v8,becat,8.0
467,10000.0,0.6962423854672476,0.3663,40.0,v8,becat,8.0
468,0.0,0.6985823830498846,0.4029,40.0,v8,becat,9.0
469,0.01,0.694995471417563,0.3472,40.0,v8,becat,9.0
470,0.05,0.6953946531004247,0.3468,40.0,v8,becat,9.0
471,0.1,0.7023051183447108,0.4504,40.0,v8,becat,9.0
472,0.5,0.6974877466583655,0.3399,40.0,v8,becat,9.0
473,1.0,0.6896410412306576,0.3221,40.0,v8,becat,9.0
474,2.0,0.7014129249769779,0.4718,40.0,v8,becat,9.0
475,5.0,0.6982342196085025,0.3952,40.0,v8,becat,9.0
476,10.0,0.6982839646650977,0.3878,40.0,v8,becat,9.0
477,100.0,0.6949455625013247,0.2628,40.0,v8,becat,9.0
478,1000.0,0.689691215586555,0.3138,40.0,v8,becat,9.0
479,10000.0,0.6972387984631989,0.3352,40.0,v8,becat,9.0
